time, 0.00              ,   1.0000000000E+00,   2.0000000000E+00,   3.0000000000E+00,   4.0000000000E+00,   5.0000000000E+00,   6.0000000000E+00,   7.0000000000E+00,   8.0000000000E+00,   9.0000000000E+00,   1.0000000000E+01,   1.1000000000E+01,   1.2000000000E+01,   1.3000000000E+01,   1.4000000000E+01,   1.5000000000E+01,   1.6000000000E+01,   1.7000000000E+01,   1.8000000000E+01,   1.9000000000E+01,   2.0000000000E+01,   2.1000000000E+01,   2.2000000000E+01,   2.3000000000E+01,   2.4000000000E+01,   2.5000000000E+01,   2.6000000000E+01,   2.7000000000E+01,   2.8000000000E+01,   2.9000000000E+01,   3.0000000000E+01
u[1], 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              
u[2], 0.00              ,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00
x[1], 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              
x[2], 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              
x[3], 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              
x[4], 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              
x[5], 0.00              , 0.00              ,   2.5000000000E-01,   5.9633275000E-01,   9.5802649489E-01,   1.2954958901E+00,   1.5921505156E+00,   1.8437059588E+00,   2.0520636570E+00,   2.2218815454E+00,   2.3587142297E+00,   2.4680564226E+00,   2.5548963074E+00,   2.6235486483E+00,   2.6776345684E+00,   2.7201323700E+00,   2.7534574880E+00,   2.7795492482E+00,   2.7999532862E+00,   2.8158947463E+00,   2.8283407508E+00,   2.8380523670E+00,   2.8456270882E+00,   2.8515331373E+00,   2.8561369219E+00,   2.8597248646E+00,   2.8625206771E+00,   2.8646989770E+00,   2.8663959938E+00,   2.8677179668E+00,   2.8687477223E+00
x[6], 0.00              , 0.00              , 0.00              ,   2.5000000000E-01,   5.9633275000E-01,   9.5802649489E-01,   1.2954958901E+00,   1.5921505156E+00,   1.8437059588E+00,   2.0520636570E+00,   2.2218815454E+00,   2.3587142297E+00,   2.4680564226E+00,   2.5548963074E+00,   2.6235486483E+00,   2.6776345684E+00,   2.7201323700E+00,   2.7534574880E+00,   2.7795492482E+00,   2.7999532862E+00,   2.8158947463E+00,   2.8283407508E+00,   2.8380523670E+00,   2.8456270882E+00,   2.8515331373E+00,   2.8561369219E+00,   2.8597248646E+00,   2.8625206771E+00,   2.8646989770E+00,   2.8663959938E+00,   2.8677179668E+00
x[7], 0.00              , 0.00              ,   1.0000000000E+00,   2.7101690000E+00,   4.5594510086E+00,   6.1789688699E+00,   7.4359921126E+00,   8.3399137943E+00,   8.9575767100E+00,   9.3650374068E+00,   9.6272718104E+00,   9.7931134578E+00,   9.8966985541E+00,   9.9608292843E+00,   1.0000285975E+01,   1.0024455211E+01,   1.0039214512E+01,   1.0048208171E+01,   1.0053680373E+01,   1.0057006546E+01,   1.0059026887E+01,   1.0060253475E+01,   1.0060997923E+01,   1.0061449651E+01,   1.0061723717E+01,   1.0061889980E+01,   1.0061990836E+01,   1.0062052015E+01,   1.0062089123E+01,   1.0062111632E+01,   1.0062125285E+01
x[8], 0.00              , 0.00              , 0.00              ,   1.0000000000E+00,   2.7101690000E+00,   4.5594510086E+00,   6.1789688699E+00,   7.4359921126E+00,   8.3399137943E+00,   8.9575767100E+00,   9.3650374068E+00,   9.6272718104E+00,   9.7931134578E+00,   9.8966985541E+00,   9.9608292843E+00,   1.0000285975E+01,   1.0024455211E+01,   1.0039214512E+01,   1.0048208171E+01,   1.0053680373E+01,   1.0057006546E+01,   1.0059026887E+01,   1.0060253475E+01,   1.0060997923E+01,   1.0061449651E+01,   1.0061723717E+01,   1.0061889980E+01,   1.0061990836E+01,   1.0062052015E+01,   1.0062089123E+01,   1.0062111632E+01
x[9], 0.00              , 0.00              , 0.00              , 0.00              ,   5.0000000000E-01,   1.3550845000E+00,   2.2797255043E+00,   3.0894844350E+00,   3.7179960563E+00,   4.1699568971E+00,   4.4787883550E+00,   4.6825187034E+00,   4.8136359052E+00,   4.8965567289E+00,   4.9483492770E+00,   4.9804146422E+00,   5.0001429876E+00,   5.0122276054E+00,   5.0196072561E+00,   5.0241040854E+00,   5.0268401867E+00,   5.0285032730E+00,   5.0295134434E+00,   5.0301267377E+00,   5.0304989617E+00,   5.0307248253E+00,   5.0308618586E+00,   5.0309449898E+00,   5.0309954182E+00,   5.0310260073E+00,   5.0310445617E+00
x[10], 0.00              , 0.00              , 0.00              , 0.00              , 0.00              ,   1.2500000000E-01,   3.3877112500E-01,   5.6993137607E-01,   7.7237110874E-01,   9.2949901408E-01,   1.0424892243E+00,   1.1196970887E+00,   1.1706296758E+00,   1.2034089763E+00,   1.2241391822E+00,   1.2370873193E+00,   1.2451036605E+00,   1.2500357469E+00,   1.2530569014E+00,   1.2549018140E+00,   1.2560260214E+00,   1.2567100467E+00,   1.2571258183E+00,   1.2573783609E+00,   1.2575316844E+00,   1.2576247404E+00,   1.2576812063E+00,   1.2577154647E+00,   1.2577362475E+00,   1.2577488545E+00,   1.2577565018E+00
x[11], 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              
x[12], 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              
x[13], 0.00              , 0.00              , 0.00              , 0.00              , 0.00              ,   4.1955000000E-02,   3.4797414040E-01,   9.4237384853E-01,   1.6473598606E+00,   2.3031176028E+00,   2.8331613313E+00,   3.2251825896E+00,   3.4984413939E+00,   3.6812950799E+00,   3.8001931884E+00,   3.8759469950E+00,   3.9235169289E+00,   3.9530813470E+00,   3.9713208793E+00,   3.9825152374E+00,   3.9893605838E+00,   3.9935358150E+00,   3.9960779218E+00,   3.9976237971E+00,   3.9985630658E+00,   3.9991334353E+00,   3.9994796569E+00,   3.9996897627E+00,   3.9998172438E+00,   3.9998945835E+00,   3.9999415000E+00
x[14], 0.00              , 0.00              , 0.00              , 0.00              ,   4.1955000000E-02,   3.4797414040E-01,   9.4237384853E-01,   1.6473598606E+00,   2.3031176028E+00,   2.8331613313E+00,   3.2251825896E+00,   3.4984413939E+00,   3.6812950799E+00,   3.8001931884E+00,   3.8759469950E+00,   3.9235169289E+00,   3.9530813470E+00,   3.9713208793E+00,   3.9825152374E+00,   3.9893605838E+00,   3.9935358150E+00,   3.9960779218E+00,   3.9976237971E+00,   3.9985630658E+00,   3.9991334353E+00,   3.9994796569E+00,   3.9996897627E+00,   3.9998172438E+00,   3.9998945835E+00,   3.9999415000E+00,   3.9999699595E+00
x[15], 0.00              , 0.00              , 0.00              ,   4.1955000000E-02,   3.4797414040E-01,   9.4237384853E-01,   1.6473598606E+00,   2.3031176028E+00,   2.8331613313E+00,   3.2251825896E+00,   3.4984413939E+00,   3.6812950799E+00,   3.8001931884E+00,   3.8759469950E+00,   3.9235169289E+00,   3.9530813470E+00,   3.9713208793E+00,   3.9825152374E+00,   3.9893605838E+00,   3.9935358150E+00,   3.9960779218E+00,   3.9976237971E+00,   3.9985630658E+00,   3.9991334353E+00,   3.9994796569E+00,   3.9996897627E+00,   3.9998172438E+00,   3.9998945835E+00,   3.9999415000E+00,   3.9999699595E+00,   3.9999872223E+00
x[16], 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              
x[17], 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              
x[18], 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              
x[19], 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              
y[1], 0.00              , 0.00              ,  -4.8929000000E-02,  -1.5481786050E-01,  -2.7839653656E-01,  -3.9957550408E-01,  -5.0907399586E-01,  -6.0352470562E-01,  -6.8264672776E-01,  -7.4764151939E-01,  -8.0030618685E-01,  -8.4256278855E-01,  -8.7622511785E-01,  -9.0289796201E-01,  -9.2394770636E-01,  -9.4050919838E-01,  -9.5350914209E-01,  -9.6369526481E-01,  -9.7166567197E-01,  -9.7789573587E-01,  -9.8276147919E-01,  -9.8655926767E-01,  -9.8952204519E-01,  -9.9183252280E-01,  -9.9363378072E-01,  -9.9503772578E-01,  -9.9613179960E-01,  -9.9698427665E-01,  -9.9764843518E-01,  -9.9816583255E-01,  -9.9856887259E-01
y[2], 0.00              , 0.00              , 0.00              , 0.00              , 0.00              ,   4.1955000000E-02,   3.4797414040E-01,   9.4237384853E-01,   1.6473598606E+00,   2.3031176028E+00,   2.8331613313E+00,   3.2251825896E+00,   3.4984413939E+00,   3.6812950799E+00,   3.8001931884E+00,   3.8759469950E+00,   3.9235169289E+00,   3.9530813470E+00,   3.9713208793E+00,   3.9825152374E+00,   3.9893605838E+00,   3.9935358150E+00,   3.9960779218E+00,   3.9976237971E+00,   3.9985630658E+00,   3.9991334353E+00,   3.9994796569E+00,   3.9996897627E+00,   3.9998172438E+00,   3.9998945835E+00,   3.9999415000E+00
